date,company,stock price,sentiment result,prediction
2014-08-14,Tesla,17.42533302307129,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [[{'label': 'positive', 'score': 0.6957284212112427}, {'label': 'neutral', 'score': 0.09962575137615204}, {'label': 'negative', 'score': 0.2046457827091217}]], [], [], [], []]",17.310383995998997
2014-08-15,Tesla,17.46733283996582,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",17.455966636502776
2014-08-18,Tesla,17.32933235168457,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",17.64127770832235
2014-08-19,Tesla,17.117332458496094,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",17.239319874623135
2014-08-20,Tesla,17.047332763671875,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [[{'label': 'positive', 'score': 0.2825886309146881}, {'label': 'neutral', 'score': 0.14690594375133514}, {'label': 'negative', 'score': 0.5705053806304932}]], []]",17.132015459014113
2014-08-21,Tesla,16.95599937438965,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",17.282181990916175
2014-08-22,Tesla,17.118667602539062,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",16.920665530718516
2014-08-25,Tesla,17.503332138061523,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",17.2405758394644
2014-08-26,Tesla,17.44933319091797,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",17.6726729461989
2014-08-27,Tesla,17.549999237060547,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",17.362194861307064
2014-08-28,Tesla,17.590667724609375,"[[[{'label': 'positive', 'score': 0.46161559224128723}, {'label': 'neutral', 'score': 0.2114492654800415}, {'label': 'negative', 'score': 0.3269350826740265}]], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",17.688548813621093
2014-08-29,Tesla,17.979999542236328,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",17.645498937146503
