date,company,stock price,sentiment result,prediction
2014-08-14,Google,28.653831481933594,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",29.236556812135245
2014-08-15,Google,28.595491409301758,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",29.247295106909192
2014-08-18,Google,29.028303146362305,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [[{'label': 'positive', 'score': 0.5698007941246033}, {'label': 'neutral', 'score': 0.1665957272052765}, {'label': 'negative', 'score': 0.26360347867012024}]], [], [[{'label': 'positive', 'score': 0.7075182795524597}, {'label': 'neutral', 'score': 0.11710415035486221}, {'label': 'negative', 'score': 0.1753775179386139}]], [], [], [], [], []]",29.186187472155968
2014-08-19,Google,29.262659072875977,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",29.591514208968228
2014-08-20,Google,29.14448356628418,"[[], [], [], [], [], [], [], [[{'label': 'positive', 'score': 0.08442142605781555}, {'label': 'neutral', 'score': 0.09269047528505325}, {'label': 'negative', 'score': 0.8228880763053894}]], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [[{'label': 'positive', 'score': 0.24055318534374237}, {'label': 'neutral', 'score': 0.1538759022951126}, {'label': 'negative', 'score': 0.605570912361145}]], [], []]",29.965579570756177
2014-08-21,Google,29.08863639831543,"[[], [], [], [], [[{'label': 'positive', 'score': 0.432491660118103}, {'label': 'neutral', 'score': 0.19995944201946259}, {'label': 'negative', 'score': 0.36754897236824036}]], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",29.82309073552557
2014-08-22,Google,29.048248291015625,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [[{'label': 'positive', 'score': 0.14036960899829865}, {'label': 'neutral', 'score': 0.09368329495191574}, {'label': 'negative', 'score': 0.7659471035003662}]], []]",29.59931437001565
2014-08-25,Google,28.930570602416992,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",29.613656182484736
2014-08-26,Google,28.81389045715332,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [[{'label': 'positive', 'score': 0.4809640347957611}, {'label': 'neutral', 'score': 0.1935240924358368}, {'label': 'negative', 'score': 0.3255119025707245}]], [], [], []]",29.62226735286662
2014-08-27,Google,28.471830368041992,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [[{'label': 'positive', 'score': 0.26930591464042664}, {'label': 'neutral', 'score': 0.2049233764410019}, {'label': 'negative', 'score': 0.5257707238197327}]], [], [], []]",29.490094126264356
2014-08-28,Google,28.382076263427734,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [[{'label': 'positive', 'score': 0.4850976765155792}, {'label': 'neutral', 'score': 0.23186899721622467}, {'label': 'negative', 'score': 0.28303322196006775}]], [], [], [], [], [], []]",29.128964492488794
