date,company,stock price,sentiment result,prediction
2014-08-14,Microsoft,44.27000045776367,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",44.041462825023515
2014-08-15,Microsoft,44.790000915527344,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",44.17853390979362
2014-08-18,Microsoft,45.11000061035156,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [[{'label': 'positive', 'score': 0.7075182795524597}, {'label': 'neutral', 'score': 0.11710415035486221}, {'label': 'negative', 'score': 0.1753775179386139}]], [], [], [], [], []]",44.69927014959331
2014-08-19,Microsoft,45.33000183105469,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",45.134187117228116
2014-08-20,Microsoft,44.95000076293945,"[[], [], [], [], [], [], [], [[{'label': 'positive', 'score': 0.08442142605781555}, {'label': 'neutral', 'score': 0.09269047528505325}, {'label': 'negative', 'score': 0.8228880763053894}]], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",45.23330533340503
2014-08-21,Microsoft,45.220001220703125,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",44.89841335404636
2014-08-22,Microsoft,45.150001525878906,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",45.193064294623476
2014-08-25,Microsoft,45.16999816894531,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",45.190272527997806
2014-08-26,Microsoft,45.0099983215332,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [[{'label': 'positive', 'score': 0.4809640347957611}, {'label': 'neutral', 'score': 0.1935240924358368}, {'label': 'negative', 'score': 0.3255119025707245}]], [], [], []]",45.13656438832469
2014-08-27,Microsoft,44.869998931884766,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",45.02969928301853
2014-08-28,Microsoft,44.880001068115234,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",44.81553147442981
2014-08-29,Microsoft,45.43000030517578,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [[{'label': 'positive', 'score': 0.2150767594575882}, {'label': 'neutral', 'score': 0.08176586776971817}, {'label': 'negative', 'score': 0.703157365322113}]], [], [], []]",44.91138222507696
2014-09-02,Microsoft,45.09000015258789,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",45.39286254544348
2014-09-03,Microsoft,44.959999084472656,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",45.07408613038491
2014-09-04,Microsoft,45.2599983215332,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",44.92792644284924
2014-09-05,Microsoft,45.90999984741211,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",45.18741075608555
